sample_id,paired_sethy_id,paired_sethy_filename,class_name,mask_path,dataset_role
RICESEG_000026,SETHY_000026,BACTERAILBLIGHT3_027.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_027.jpg,XAI_GROUND_TRUTH
RICESEG_000027,SETHY_000027,BACTERAILBLIGHT3_028.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_028.jpg,XAI_GROUND_TRUTH
RICESEG_000028,SETHY_000028,BACTERAILBLIGHT3_029.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_029.jpg,XAI_GROUND_TRUTH
RICESEG_000029,SETHY_000029,BACTERAILBLIGHT3_030.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_030.jpg,XAI_GROUND_TRUTH
RICESEG_000030,SETHY_000030,BACTERAILBLIGHT3_031.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_031.jpg,XAI_GROUND_TRUTH
RICESEG_000031,SETHY_000031,BACTERAILBLIGHT3_032.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_032.jpg,XAI_GROUND_TRUTH
RICESEG_000032,SETHY_000032,BACTERAILBLIGHT3_033.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_033.jpg,XAI_GROUND_TRUTH
RICESEG_000033,SETHY_000033,BACTERAILBLIGHT3_034.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_034.jpg,XAI_GROUND_TRUTH
RICESEG_000034,SETHY_000034,BACTERAILBLIGHT3_035.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_035.jpg,XAI_GROUND_TRUTH
RICESEG_000035,SETHY_000035,BACTERAILBLIGHT3_036.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_036.jpg,XAI_GROUND_TRUTH
RICESEG_000036,SETHY_000036,BACTERAILBLIGHT3_037.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_037.jpg,XAI_GROUND_TRUTH
RICESEG_000037,SETHY_000037,BACTERAILBLIGHT3_038.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_038.jpg,XAI_GROUND_TRUTH
RICESEG_000038,SETHY_000038,BACTERAILBLIGHT3_039.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_039.jpg,XAI_GROUND_TRUTH
RICESEG_000039,SETHY_000039,BACTERAILBLIGHT3_040.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_040.jpg,XAI_GROUND_TRUTH
RICESEG_000040,SETHY_000040,BACTERAILBLIGHT3_041.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_041.jpg,XAI_GROUND_TRUTH
RICESEG_000041,SETHY_000041,BACTERAILBLIGHT3_042.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_042.jpg,XAI_GROUND_TRUTH
RICESEG_000042,SETHY_000042,BACTERAILBLIGHT3_043.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_043.jpg,XAI_GROUND_TRUTH
RICESEG_000043,SETHY_000043,BACTERAILBLIGHT3_044.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_044.jpg,XAI_GROUND_TRUTH
RICESEG_000044,SETHY_000044,BACTERAILBLIGHT3_045.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_045.jpg,XAI_GROUND_TRUTH
RICESEG_000045,SETHY_000045,BACTERAILBLIGHT3_046.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_046.jpg,XAI_GROUND_TRUTH
RICESEG_000046,SETHY_000046,BACTERAILBLIGHT3_047.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_047.jpg,XAI_GROUND_TRUTH
RICESEG_000047,SETHY_000047,BACTERAILBLIGHT3_048.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_048.jpg,XAI_GROUND_TRUTH
RICESEG_000048,SETHY_000048,BACTERAILBLIGHT3_049.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_049.jpg,XAI_GROUND_TRUTH
RICESEG_000049,SETHY_000049,BACTERAILBLIGHT3_050.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_050.jpg,XAI_GROUND_TRUTH
RICESEG_000050,SETHY_000050,BACTERAILBLIGHT3_051.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_051.jpg,XAI_GROUND_TRUTH
RICESEG_000051,SETHY_000051,BACTERAILBLIGHT3_052.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_052.jpg,XAI_GROUND_TRUTH
RICESEG_000052,SETHY_000052,BACTERAILBLIGHT3_053.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_053.jpg,XAI_GROUND_TRUTH
RICESEG_000053,SETHY_000053,BACTERAILBLIGHT3_054.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_054.jpg,XAI_GROUND_TRUTH
RICESEG_000054,SETHY_000054,BACTERAILBLIGHT3_055.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_055.jpg,XAI_GROUND_TRUTH
RICESEG_000055,SETHY_000055,BACTERAILBLIGHT3_056.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_056.jpg,XAI_GROUND_TRUTH
RICESEG_000056,SETHY_000056,BACTERAILBLIGHT3_057.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_057.jpg,XAI_GROUND_TRUTH
RICESEG_000057,SETHY_000057,BACTERAILBLIGHT3_058.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_058.jpg,XAI_GROUND_TRUTH
RICESEG_000058,SETHY_000058,BACTERAILBLIGHT3_059.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_059.jpg,XAI_GROUND_TRUTH
RICESEG_000059,SETHY_000059,BACTERAILBLIGHT3_060.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_060.jpg,XAI_GROUND_TRUTH
RICESEG_000060,SETHY_000060,BACTERAILBLIGHT3_061.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_061.jpg,XAI_GROUND_TRUTH
RICESEG_000061,SETHY_000061,BACTERAILBLIGHT3_062.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_062.jpg,XAI_GROUND_TRUTH
RICESEG_000062,SETHY_000062,BACTERAILBLIGHT3_063.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_063.jpg,XAI_GROUND_TRUTH
RICESEG_000063,SETHY_000063,BACTERAILBLIGHT3_064.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_064.jpg,XAI_GROUND_TRUTH
RICESEG_000064,SETHY_000064,BACTERAILBLIGHT3_065.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_065.jpg,XAI_GROUND_TRUTH
RICESEG_000065,SETHY_000065,BACTERAILBLIGHT3_066.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_066.jpg,XAI_GROUND_TRUTH
RICESEG_000066,SETHY_000066,BACTERAILBLIGHT3_067.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_067.jpg,XAI_GROUND_TRUTH
RICESEG_000067,SETHY_000067,BACTERAILBLIGHT3_068.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_068.jpg,XAI_GROUND_TRUTH
RICESEG_000068,SETHY_000068,BACTERAILBLIGHT3_069.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_069.jpg,XAI_GROUND_TRUTH
RICESEG_000069,SETHY_000069,BACTERAILBLIGHT3_070.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_070.jpg,XAI_GROUND_TRUTH
RICESEG_000070,SETHY_000070,BACTERAILBLIGHT3_071.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_071.jpg,XAI_GROUND_TRUTH
RICESEG_000071,SETHY_000071,BACTERAILBLIGHT3_072.jpg,Bacterialblight,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_072.jpg,XAI_GROUND_TRUTH
