duplicate_group_id,sha256,sample_count,is_duplicate_group,classes,sample_ids
UNIQUE_GROUP_000072,011a5dd34a1b55bae3879a1ed3679343935cc0114dd479ca7c651761e3c761c1,1,False,['Blast'],['PRIMARY_000062']
UNIQUE_GROUP_000073,011b5051bfc25db0aab68a52ebc552e32494b9a03dac6852a873932da9139b68,1,False,['Healthy'],['PRIMARY_012459']
UNIQUE_GROUP_000074,011c9f05c22ea308540d3541353ae291c36dcf3c175006067de7f2736094c3fb,1,False,['Blast'],['PRIMARY_000470']
UNIQUE_GROUP_000075,0123f96bac4a8a3a3b1dfd7ca5f680520082e411450db29a4a58807a297db74f,1,False,['Sheath blight'],['PRIMARY_016374']
UNIQUE_GROUP_000076,01246b961fe3848f249312bc7b55b1bfaf8c29da2e15f669cda54179cbda446d,1,False,['Brown spot'],['PRIMARY_001478']
UNIQUE_GROUP_000077,0132553811c35d5afdb8719eaceb1c57dc20c19cf720e45465c1a5f806ed467f,1,False,['Sheath blight'],['PRIMARY_006987']
UNIQUE_GROUP_000078,01370914734347199a07c9ae11b9dd32fcbec62f7d45cc3d3929e21ba711a348,1,False,['Brown spot'],['PRIMARY_002104']
UNIQUE_GROUP_000079,013758d4b67ea3f599dad8d2623107699b9c626de94cf6cd783e3fb2298a339d,1,False,['Brown spot'],['PRIMARY_010873']
UNIQUE_GROUP_000080,0138d7c377ff0dbc786dfb2dfdcd28eff3d51fada44d168de9fefa3c781ef514,1,False,['Rice Tungro'],['PRIMARY_014323']
UNIQUE_GROUP_000081,013c6aca66c65911045260102cd83d974fe2d29cc3a6ce2e694a8e9de1ba4117,1,False,['Healthy'],['PRIMARY_012422']
UNIQUE_GROUP_000082,013e608c8861a0a151a441a4796eeec14005c628e6427dcae142d857cd8767c3,1,False,['Healthy'],['PRIMARY_013026']
UNIQUE_GROUP_000083,01417dcfbceef15b39673f3a37b8fcfc9376bf13f5027b75b7a1feb06100d3dd,1,False,['Sheath blight'],['PRIMARY_017029']
UNIQUE_GROUP_000084,0149f5b33b82017484af676e077de0665d82ebd61baba66274a65ab3977d47df,1,False,['Sheath blight'],['PRIMARY_017221']
UNIQUE_GROUP_000085,014f911992d50f95927ecdd95078fe2a25229d9b6e63b12f006e21dbba2aa213,1,False,['Blast'],['PRIMARY_008822']
UNIQUE_GROUP_000086,014fc09b573437f73e7f26de36b71550c7b3c22c685beff08b3e4a7d3d068363,1,False,['Leaf smut'],['PRIMARY_013783']
UNIQUE_GROUP_000087,01519709dc922ecc98222f89056e2fe95d1b2d4575ee230ae58718ffa6cacb70,1,False,['Rice Tungro'],['PRIMARY_006155']
UNIQUE_GROUP_000088,0151d3f49e1514a6bff6489a400b2defee20a96fb7d6356d3f472142682c1890,1,False,['Sheath blight'],['PRIMARY_007125']
UNIQUE_GROUP_000089,0152867f9d53682b358a4d23e871336204fe1c57dc6b365024beb6049515f1b3,1,False,['Rice Tungro'],['PRIMARY_014967']
UNIQUE_GROUP_000090,0158323a224e0491ddb5b624d37cb12fa971126f9549faf296a5770d98a3df25,1,False,['Brown spot'],['PRIMARY_009713']
UNIQUE_GROUP_000091,015b368be9041cad5e1375fdc99e35837cd1baa8ccbfb6c0b1b6cd59ddd31161,1,False,['Leaf smut'],['PRIMARY_013712']
UNIQUE_GROUP_000092,0165a81380d29081fb3ad074f045c0fc647b94cf92d3726c06b58152da99a819,1,False,['Brown spot'],['PRIMARY_010915']
