filename,extension,relative_path,file_size_bytes,readable,width,height,aspect_ratio,mode,channels,format,sha256,anomalies,class_name,dataset_name,dataset_role,sample_id,mask_path
BACTERAILBLIGHT3_011.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_011.jpg,27460,True,300,300,1.0,RGB,3,JPEG,bdb6d8656765bb8e2bf62a5ec18f31cd3c3194b8290b93aaa4412d30516e9ae3,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000010,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_011.jpg
BACTERAILBLIGHT3_012.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_012.jpg,25492,True,300,300,1.0,RGB,3,JPEG,d5ac3e49ad62644f4842c1f5983aa3f06a7c53bb4fe35f49b411978420d32ed1,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000011,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_012.jpg
BACTERAILBLIGHT3_013.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_013.jpg,27460,True,300,300,1.0,RGB,3,JPEG,375fa21c0aef894258f8ba416a5e6fe06ba16f5234dfa7fe21a02d0652ad9d9e,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000012,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_013.jpg
BACTERAILBLIGHT3_014.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_014.jpg,25492,True,300,300,1.0,RGB,3,JPEG,a4d3d184d9de4b3be36ef75c774c4a4a914cc9bc73666f6baa290d371f39fc41,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000013,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_014.jpg
BACTERAILBLIGHT3_015.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_015.jpg,19723,True,300,300,1.0,RGB,3,JPEG,a4d8b29f114808da91fa8451ea417fa9f18095253cda94db0986e129841c5f54,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000014,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_015.jpg
BACTERAILBLIGHT3_016.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_016.jpg,17976,True,300,300,1.0,RGB,3,JPEG,e29071877522dad1cb3894668a7e830b9deb14cab922e381cf392cb0fcf15756,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000015,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_016.jpg
BACTERAILBLIGHT3_017.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_017.jpg,43102,True,300,300,1.0,RGB,3,JPEG,9f6516331b2210afa96590b1248e5936ca683c61b08545da3ffab16dac85ad55,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000016,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_017.jpg
BACTERAILBLIGHT3_018.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_018.jpg,40141,True,300,300,1.0,RGB,3,JPEG,eca014d790741ed6203b78a189c23db67589b7572dc6b092fef89d8eba2910c0,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000017,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_018.jpg
BACTERAILBLIGHT3_019.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_019.jpg,35480,True,300,300,1.0,RGB,3,JPEG,6f633cb4054e1cb8c8e0c7bcd0f0e1ab122da0f0deea1446ecde81d2889da600,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000018,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_019.jpg
BACTERAILBLIGHT3_020.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_020.jpg,32893,True,300,300,1.0,RGB,3,JPEG,104cdf0109a6354858b61786cacdda5ab6f11ce12bc92511e0a0b6f4fb871075,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000019,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_020.jpg
BACTERAILBLIGHT3_021.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_021.jpg,28814,True,300,300,1.0,RGB,3,JPEG,93c03666d4e600edff004efbaddc7e8c7baa7745da3a6f681aa0b257b28e0196,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000020,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_021.jpg
BACTERAILBLIGHT3_022.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_022.jpg,26960,True,300,300,1.0,RGB,3,JPEG,315765580772b99585890cfcfb18b15369af47a4365c90bbdf634d12bc9928c5,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000021,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_022.jpg
BACTERAILBLIGHT3_023.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_023.jpg,19839,True,300,300,1.0,RGB,3,JPEG,c61f88f89b27f8f064f3747d72bdd295327b74e245011e881eef719ee4758738,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000022,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_023.jpg
BACTERAILBLIGHT3_024.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_024.jpg,18088,True,300,300,1.0,RGB,3,JPEG,27f5051267eb63aa9a5eec6cc3c53f4636507e2e1818d9076434c0ea27091049,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000023,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_024.jpg
BACTERAILBLIGHT3_025.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_025.jpg,27273,True,300,300,1.0,RGB,3,JPEG,bcc3d60af1ca504c43dca8036a42331352b89bce42ab592b2d67117f492e272a,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000024,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_025.jpg
BACTERAILBLIGHT3_026.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_026.jpg,33519,True,300,300,1.0,RGB,3,JPEG,8d7a7fc635c7c909b5cc5ea1562d1bf4aa8e358fb5aaa545a0ce5caf02bf3dfb,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000025,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_026.jpg
BACTERAILBLIGHT3_027.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_027.jpg,30596,True,300,300,1.0,RGB,3,JPEG,9b409620aa78200b3e9d112c69d8313b9642ef1a2d97017d84d3c141af7af007,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000026,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_027.jpg
BACTERAILBLIGHT3_028.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_028.jpg,35215,True,300,300,1.0,RGB,3,JPEG,bf51019d35a2cefa360fc89358164e1273cbdaa2017078f1e41b223bed2a9c5b,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000027,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_028.jpg
BACTERAILBLIGHT3_029.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_029.jpg,34324,True,300,300,1.0,RGB,3,JPEG,67d1dad91b3cbb1e4308559a4e1ae0545cdbab7492cdf999cbc149eee16e3992,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000028,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_029.jpg
BACTERAILBLIGHT3_030.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_030.jpg,29004,True,300,300,1.0,RGB,3,JPEG,4cf17f454494f60796e679357faa2d902d5783b6d5466a6c1eaa2d4e2318e275,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000029,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_030.jpg
BACTERAILBLIGHT3_031.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_031.jpg,26583,True,300,300,1.0,RGB,3,JPEG,10cd3ffa41b17e4309568f8c08a94041e735a347feb2e1fa67c761495c634eca,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000030,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_031.jpg
BACTERAILBLIGHT3_032.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_032.jpg,30803,True,300,300,1.0,RGB,3,JPEG,7f6401e89b9b276f4007dfe955edbdaf213b52c848ce162c25a030173b075725,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000031,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_032.jpg
BACTERAILBLIGHT3_033.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_033.jpg,28141,True,300,300,1.0,RGB,3,JPEG,cf522407571419ad05f2b902f66ba39fc660e5bbb8eb866e44038ce65f7429ab,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000032,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_033.jpg
BACTERAILBLIGHT3_034.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_034.jpg,31237,True,300,300,1.0,RGB,3,JPEG,237ebe0fbd40cf710ca129bf33652a5b232a146d40cb7d1b85f2a5faa92973d8,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000033,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_034.jpg
BACTERAILBLIGHT3_035.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_035.jpg,29127,True,300,300,1.0,RGB,3,JPEG,36f6d2fe0c30ef1022ea17862f89404f13215a9ab6eb829c817b62567f1ece9c,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000034,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_035.jpg
BACTERAILBLIGHT3_036.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_036.jpg,26015,True,300,300,1.0,RGB,3,JPEG,375c9aa2e016be187ec91e3bd2c1b1e81c89b8130e18674fb3166dae383a777b,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000035,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_036.jpg
BACTERAILBLIGHT3_037.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_037.jpg,24924,True,300,300,1.0,RGB,3,JPEG,3dfe7dd93d8da3a9f6d571493a2ab057d235a2d67f5968c27cec537f5f7229e5,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000036,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_037.jpg
BACTERAILBLIGHT3_038.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_038.jpg,37987,True,300,300,1.0,RGB,3,JPEG,a7ce595072161b0ce8459a7a18c22f5ebba128db11af5d00f37dacf3fc4c0c7d,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000037,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_038.jpg
BACTERAILBLIGHT3_039.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_039.jpg,35297,True,300,300,1.0,RGB,3,JPEG,1f5f13d0609ba0d78f09b73916134a2c667246148b281d5e93456b1a3b3a23a6,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000038,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_039.jpg
BACTERAILBLIGHT3_040.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_040.jpg,25960,True,300,300,1.0,RGB,3,JPEG,f5a49ebea3f44a9e2562a073926a73a8e8681c6ce92605f4f091213ef357bf2e,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000039,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_040.jpg
BACTERAILBLIGHT3_041.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_041.jpg,24731,True,300,300,1.0,RGB,3,JPEG,c3600ca7a39d684c5f452069083d28483766fc1e6dc969ad867d8bcf2f23e007,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000040,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_041.jpg
BACTERAILBLIGHT3_042.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_042.jpg,21804,True,300,300,1.0,RGB,3,JPEG,e9b58bb072b06fb839494f963becdab3708b32449ced1800f4d46134a0464d8d,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000041,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_042.jpg
BACTERAILBLIGHT3_043.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_043.jpg,20085,True,300,300,1.0,RGB,3,JPEG,d78ee9a7aaf2530cfadd73b8dc3de0daa133252f4830c62faf0d99a78d3f63ba,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000042,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_043.jpg
BACTERAILBLIGHT3_044.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_044.jpg,41751,True,300,300,1.0,RGB,3,JPEG,7f00b97601d0d9c6bf65730dca704e29e05b025fa59a5c979d2cd35dbb6a7125,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000043,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_044.jpg
BACTERAILBLIGHT3_045.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_045.jpg,38925,True,300,300,1.0,RGB,3,JPEG,f7bea91e18ceadd641d514e0be28dbbc98a4c8cd042d687d612fd3f22134714a,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000044,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_045.jpg
BACTERAILBLIGHT3_046.jpg,.jpg,Bacterialblight/BACTERAILBLIGHT3_046.jpg,33571,True,300,300,1.0,RGB,3,JPEG,1fbd5ab1efdcf5776933701b6eb4d8eb841fb40e92738641b3bc994e3a3ee5a9,,Bacterialblight,Sethy_Rice_Leaf_Disease,EXTERNAL_DATASET,SETHY_000045,D:\BTech Final Year Project\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\RiceSeg-5932 Complete Pixel-Level Segmentation Mas\Rice_Leaf_Disease_Segmentation_Masks\mask-vesrion1\Bacterialblight\BACTERAILBLIGHT3_046.jpg
