filename,extension,relative_path,file_size_bytes,readable,width,height,aspect_ratio,mode,channels,format,sha256,anomalies,class_name,dataset_name,dataset_role
IMG20241103120631.jpg,.jpg,Blast/IMG20241103120631.jpg,7032,True,300,300,1.0,RGB,3,JPEG,b77d1cb8cc5d1b7bdc185126f3a0f091ffe3ec9c96eab3005c16fec85c9867c7,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120632.jpg,.jpg,Blast/IMG20241103120632.jpg,6981,True,300,300,1.0,RGB,3,JPEG,f9ceffe088ed01aa988bcb5e10c80a1203f9e7977e69e17cd3367b3f9971d57c,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120640.jpg,.jpg,Blast/IMG20241103120640.jpg,5541,True,300,300,1.0,RGB,3,JPEG,4b852ae5e140f7808bdedaec8f9bda58e6fb76f81ebabf0a2d06fe8643718403,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120640_01.jpg,.jpg,Blast/IMG20241103120640_01.jpg,5355,True,300,300,1.0,RGB,3,JPEG,08b058ff9fa31e200e3ed93595d2b303b2071331b968f7ad798a18f2ea51e8e8,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120653.jpg,.jpg,Blast/IMG20241103120653.jpg,6529,True,300,300,1.0,RGB,3,JPEG,2de70be747e765f38a14638b818130d4594d8dee93e2f911ab673e308e1a0b77,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120701.jpg,.jpg,Blast/IMG20241103120701.jpg,5375,True,300,300,1.0,RGB,3,JPEG,25fd345f39981c371ce0d3efcff539de2bd7ef589ac47b00da43d1f16046e24d,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120715.jpg,.jpg,Blast/IMG20241103120715.jpg,5602,True,300,300,1.0,RGB,3,JPEG,3585af22e91404b9755a148051b3b1fa170610c5396ac94af8b46fe496b4f74a,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120721.jpg,.jpg,Blast/IMG20241103120721.jpg,8173,True,300,300,1.0,RGB,3,JPEG,1190b53a0ac1d2ffcbcbe79e2b09f8f96552a2b121fd1470c641a95fa10c1fc7,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120743.jpg,.jpg,Blast/IMG20241103120743.jpg,7705,True,300,300,1.0,RGB,3,JPEG,155beceac074336a4885561fa223a37c7822970c100da2bfdc84f4a4a896e965,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120744.jpg,.jpg,Blast/IMG20241103120744.jpg,7181,True,300,300,1.0,RGB,3,JPEG,b62f2ce24db8c85b80c139aecabac36af8ae5e10d6d3ac0b3713a2d053da8f27,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120758.jpg,.jpg,Blast/IMG20241103120758.jpg,7117,True,300,300,1.0,RGB,3,JPEG,df9643a16523bd2ceb99e376d6087b76efb25cb5cda0bd70b4682b62fcbe6b4e,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120758_01.jpg,.jpg,Blast/IMG20241103120758_01.jpg,7051,True,300,300,1.0,RGB,3,JPEG,65ea0395dd86e6b8ad6a86dff0f953b672e9ff148dcc664f07df783268619cc6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120810.jpg,.jpg,Blast/IMG20241103120810.jpg,4603,True,300,300,1.0,RGB,3,JPEG,7167d812a3b4ece76988cba1160486da086426231f7dd7a3e0568af23c8843c1,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120812.jpg,.jpg,Blast/IMG20241103120812.jpg,4462,True,300,300,1.0,RGB,3,JPEG,11f3af0c237ad3d5ff8d2e9a3ae3b80681a8e07c943d7693a4fd23f262e09853,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120813.jpg,.jpg,Blast/IMG20241103120813.jpg,4472,True,300,300,1.0,RGB,3,JPEG,8a518ec60f8c0bca360560bd2ba2c6b704b91daf50fae328bd3ae546d1e44372,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120817.jpg,.jpg,Blast/IMG20241103120817.jpg,5788,True,300,300,1.0,RGB,3,JPEG,8189f5d15151f482b3ccb197bc27c876d9937b6be9f8fcbfe45d82b1cf5acff0,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120819.jpg,.jpg,Blast/IMG20241103120819.jpg,5482,True,300,300,1.0,RGB,3,JPEG,65df0930a2ae26c69d948c4e5f29ac27a7070f2b1362deda910941477c287ecd,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120819_01.jpg,.jpg,Blast/IMG20241103120819_01.jpg,5524,True,300,300,1.0,RGB,3,JPEG,ae6801202ecad928fb77a55cf188cbabaf8d7666487a841f43b9eeb4ad519489,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120828.jpg,.jpg,Blast/IMG20241103120828.jpg,7467,True,300,300,1.0,RGB,3,JPEG,924b708a47dcf63a679d404d4610fe065ad48fe6d160e5a91788b3dc7fb4a98f,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120828_01.jpg,.jpg,Blast/IMG20241103120828_01.jpg,7379,True,300,300,1.0,RGB,3,JPEG,a84ac7c2a9a4083178cb766284b1d1ca398d16cfa830b632dad48c4a876d771a,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120840.jpg,.jpg,Blast/IMG20241103120840.jpg,7836,True,300,300,1.0,RGB,3,JPEG,1916d21a599d043c3d35bb24638a5973f59a671e6a9ab6be087289c0974570a5,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120854.jpg,.jpg,Blast/IMG20241103120854.jpg,8414,True,300,300,1.0,RGB,3,JPEG,c8590082d378a28bb734d19919d5d3fcbb1ca286d3f339d55880d5720d065d9c,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120904.jpg,.jpg,Blast/IMG20241103120904.jpg,3953,True,300,300,1.0,RGB,3,JPEG,869af1cf295a708c5a8ab6183a3613cd507d60991ec9f39e2a9ffa653f28f109,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120905.jpg,.jpg,Blast/IMG20241103120905.jpg,3899,True,300,300,1.0,RGB,3,JPEG,d05cc5f43aa9cb5dc8cf73681161df3e105507ab55d28cc224b53497820b9545,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120910.jpg,.jpg,Blast/IMG20241103120910.jpg,4067,True,300,300,1.0,RGB,3,JPEG,89da52dfe06509c953b091d2aed7549b0923679d0ee63b03bcc4dd4427f8c466,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120918.jpg,.jpg,Blast/IMG20241103120918.jpg,5313,True,300,300,1.0,RGB,3,JPEG,dcf94d27acc85181f9efad1f20441b77c2af8a51860f180af0660965e694da33,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120921.jpg,.jpg,Blast/IMG20241103120921.jpg,5423,True,300,300,1.0,RGB,3,JPEG,89dfa424a2ede354f287e691e1192583253388e65bfbeef79d20d7bdd6a5d132,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120932.jpg,.jpg,Blast/IMG20241103120932.jpg,6762,True,300,300,1.0,RGB,3,JPEG,56c458ef42925ddcd859f92c6761e0b116a252dd35778c5807960c29673a1931,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120939.jpg,.jpg,Blast/IMG20241103120939.jpg,8215,True,300,300,1.0,RGB,3,JPEG,9d3efc692a1a6b98133df6967c2e29820b67b67ee32d89d66873414e9cd82970,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120939_01.jpg,.jpg,Blast/IMG20241103120939_01.jpg,8238,True,300,300,1.0,RGB,3,JPEG,87c593dc94a31eadcc678545d03de73883fa4d32db309ff28498481849e66f19,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120950.jpg,.jpg,Blast/IMG20241103120950.jpg,5596,True,300,300,1.0,RGB,3,JPEG,b074ac680ff2ffab591a14c53b447ee7d68f937fc5d7a7a7558cd6a50ed86f5d,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103120952.jpg,.jpg,Blast/IMG20241103120952.jpg,6027,True,300,300,1.0,RGB,3,JPEG,64b3e19bb354bc5bbd87ff9c7b3a66d48f84aef4dfacf95797eb4709af35199c,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121010.jpg,.jpg,Blast/IMG20241103121010.jpg,6732,True,300,300,1.0,RGB,3,JPEG,d55b825adf3d4f48180d7703a8ae73fed03d8c0c21edd77421fd48b164f620fd,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121011.jpg,.jpg,Blast/IMG20241103121011.jpg,6613,True,300,300,1.0,RGB,3,JPEG,498345663e0ae70da08142bcdce1756ae8b510678ad7aef8847952714f680d7b,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121012.jpg,.jpg,Blast/IMG20241103121012.jpg,6560,True,300,300,1.0,RGB,3,JPEG,c3b1efd879735bd895be914ebdbce6f1a082b5ba5ebe3edb8a876ecc7e170aca,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121100.jpg,.jpg,Blast/IMG20241103121100.jpg,4119,True,300,300,1.0,RGB,3,JPEG,078c9368126a2d94213f518e0a3d9f25b07dd9c0b3b6ea1a7290489a8ff7e00e,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121102.jpg,.jpg,Blast/IMG20241103121102.jpg,3877,True,300,300,1.0,RGB,3,JPEG,2fecefef3d88b956a6f8d8ecee3b90be164999d7defb5fe6bb8fad4dd3ed55d6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121103.jpg,.jpg,Blast/IMG20241103121103.jpg,3845,True,300,300,1.0,RGB,3,JPEG,76e3ab82e410502ffb948edd78269b428978cf582aeaae545331e8059666c862,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121106.jpg,.jpg,Blast/IMG20241103121106.jpg,5698,True,300,300,1.0,RGB,3,JPEG,bd8784de97ca116e1ead906ff14cfca39f2216f639afb5ec6d2d4323064e4d05,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121107.jpg,.jpg,Blast/IMG20241103121107.jpg,5848,True,300,300,1.0,RGB,3,JPEG,c46b97c8898e4d1835f2690b2f2de2a667dbb566d51412747eac858d48fef5a0,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121112.jpg,.jpg,Blast/IMG20241103121112.jpg,7419,True,300,300,1.0,RGB,3,JPEG,27247d860f17cb6bc10515e89bb050e103af2a0d2b58075f1de95a49a450908d,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121113.jpg,.jpg,Blast/IMG20241103121113.jpg,7327,True,300,300,1.0,RGB,3,JPEG,2339787c2098c66bc3374d00d4625fc4e4b8eae63dc11e505edbb303b9437d2b,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121120.jpg,.jpg,Blast/IMG20241103121120.jpg,6426,True,300,300,1.0,RGB,3,JPEG,4394cad94e380fb2eb02ff89628cff09f10bebf6b24be03eb42e8de51af1cc0d,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121121.jpg,.jpg,Blast/IMG20241103121121.jpg,6199,True,300,300,1.0,RGB,3,JPEG,153ee79f18b3715eb25f64b4d859338bce5911a29a42737338bd11f71ad172e8,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121122.jpg,.jpg,Blast/IMG20241103121122.jpg,6176,True,300,300,1.0,RGB,3,JPEG,127b967b531bdd14df046376ad04bca2dd9a0cb1899aac18342b0b14e6b50464,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121129.jpg,.jpg,Blast/IMG20241103121129.jpg,7634,True,300,300,1.0,RGB,3,JPEG,bfbce8868b025c867c4bb6c5cf0e02a4a8f64d133e076249e83d5b6ba228e1cd,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121135_01.jpg,.jpg,Blast/IMG20241103121135_01.jpg,7401,True,300,300,1.0,RGB,3,JPEG,a511239d953c1bcbd9b0e36b8416914ad05e2d8dde02606890617a7cd586b9f6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121150.jpg,.jpg,Blast/IMG20241103121150.jpg,5508,True,300,300,1.0,RGB,3,JPEG,30a9631c891cb6586e71da2b55e375ccfad4cb017c337ccdf9c085e5c8edb8eb,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121151.jpg,.jpg,Blast/IMG20241103121151.jpg,5273,True,300,300,1.0,RGB,3,JPEG,e34f8516e2c304ed5ccf779abe676611836720e90ed18b9ef5a725ead7fec26b,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121200.jpg,.jpg,Blast/IMG20241103121200.jpg,4006,True,300,300,1.0,RGB,3,JPEG,f60ae7a824785c8e1556256be51fa74324412c4e9f36868707e37c2d235866c2,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121203.jpg,.jpg,Blast/IMG20241103121203.jpg,4275,True,300,300,1.0,RGB,3,JPEG,4bd262a497f9d9f90889ba78645c7f7f33c4204cf56be438e0fc458eb8c4deb0,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121204.jpg,.jpg,Blast/IMG20241103121204.jpg,4230,True,300,300,1.0,RGB,3,JPEG,06b9b00708fbc5194c6445a012e90437b658c2648410e03c71139091e872db70,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121253.jpg,.jpg,Blast/IMG20241103121253.jpg,4579,True,300,300,1.0,RGB,3,JPEG,263cf7efc0aa4d11f283c8316e346099860352ce3daf3b019861cb0de781df22,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121254.jpg,.jpg,Blast/IMG20241103121254.jpg,4489,True,300,300,1.0,RGB,3,JPEG,302196015cae163d18051a75f7f2a8aa5bc64f1306760bf2b47eeb4e9c18b7f6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121255.jpg,.jpg,Blast/IMG20241103121255.jpg,4624,True,300,300,1.0,RGB,3,JPEG,f98b7879f0014749a9c2bd1da7cc3cb614e1119d5711a760d57753a8c4b2215b,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121301.jpg,.jpg,Blast/IMG20241103121301.jpg,5471,True,300,300,1.0,RGB,3,JPEG,71a6f7b3ff29d989aecdb20225c8210a9bd6776f6b06fcea850083018d50ea66,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121302.jpg,.jpg,Blast/IMG20241103121302.jpg,5566,True,300,300,1.0,RGB,3,JPEG,d5bf4266ff57a646b5db980f4a96a1d896960c132757ef595c661e423cb1307d,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121323.jpg,.jpg,Blast/IMG20241103121323.jpg,7226,True,300,300,1.0,RGB,3,JPEG,6a0bca5af85a4e0aacea81269edbf0b45e08236a2191a8fc5862d333dfc27428,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121324.jpg,.jpg,Blast/IMG20241103121324.jpg,7159,True,300,300,1.0,RGB,3,JPEG,d7c9155c5685727247f55822b0f42bdc57588597c4b553eb80ca9e4011e60688,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121333.jpg,.jpg,Blast/IMG20241103121333.jpg,5319,True,300,300,1.0,RGB,3,JPEG,dd2ae1b46a92c36df7947ceeb288ad51ee2be2a2992ecfe9236b4aedd87a093c,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121334.jpg,.jpg,Blast/IMG20241103121334.jpg,5263,True,300,300,1.0,RGB,3,JPEG,288521c069e77b9f1a0460d8619ee6d809d5df3ead68efc8aef022544d5a94b7,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121336.jpg,.jpg,Blast/IMG20241103121336.jpg,5149,True,300,300,1.0,RGB,3,JPEG,d7eeffe7517cb2879c2cf51f0d7b4c359e9f92262e69689c136b5fbe4f7d95f6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121343.jpg,.jpg,Blast/IMG20241103121343.jpg,7329,True,300,300,1.0,RGB,3,JPEG,1c91e53a8d50a7d68cceb94b67cf1ae423056053ec8432f67d21189be3c8007f,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121344.jpg,.jpg,Blast/IMG20241103121344.jpg,6909,True,300,300,1.0,RGB,3,JPEG,6aacfb8ef009320b0590826b4598b7f7f3e46fdd57559a9a57e7393af065c1d7,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121440.jpg,.jpg,Blast/IMG20241103121440.jpg,4553,True,300,300,1.0,RGB,3,JPEG,139e7aca82862ece8d0ec233639ad3e9785a8164257d6b77b6fcd647baa8f32a,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121441.jpg,.jpg,Blast/IMG20241103121441.jpg,4742,True,300,300,1.0,RGB,3,JPEG,c1c64b7c286c7609a93b2ed5b1002c7fb855d4427d13fc407a970558d7700dfe,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121450.jpg,.jpg,Blast/IMG20241103121450.jpg,5761,True,300,300,1.0,RGB,3,JPEG,70d411c3b59f5dbb84987050ff2a90bd13a0cc870ee3a90eb8acc415e109731e,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121450_01.jpg,.jpg,Blast/IMG20241103121450_01.jpg,5792,True,300,300,1.0,RGB,3,JPEG,fea03fd149abb7b3ee23815794268caa08c230c3069b451b4a3451fae26f5d25,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121501.jpg,.jpg,Blast/IMG20241103121501.jpg,8105,True,300,300,1.0,RGB,3,JPEG,f68d5e0104972b9af57c7a5f284eddb89574cbb365f48c2fd7e62b85e8440d99,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121503.jpg,.jpg,Blast/IMG20241103121503.jpg,8179,True,300,300,1.0,RGB,3,JPEG,dace705de9c6f3e7bda04b088e837095889abae08ac68500ea02ae6b8353c313,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121503_01.jpg,.jpg,Blast/IMG20241103121503_01.jpg,7904,True,300,300,1.0,RGB,3,JPEG,6a8845195932108b033e3ec145674e9947339c274d618d8bb1e15bbb33cc0101,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121549.jpg,.jpg,Blast/IMG20241103121549.jpg,5114,True,300,300,1.0,RGB,3,JPEG,c697cd4e69cd07ac5fce7da9255ba0e12d6cb77c5b17527024ec905507b0d6ad,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121550.jpg,.jpg,Blast/IMG20241103121550.jpg,5188,True,300,300,1.0,RGB,3,JPEG,262a4fef8a402dc6ce6f2cdee4167f212084d10d2c791a77fcd14810e1e4ff6e,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121552.jpg,.jpg,Blast/IMG20241103121552.jpg,4637,True,300,300,1.0,RGB,3,JPEG,4ee54d5c4596fbf37c9e50140b4d964a6695bfc8e030f9479476518186acea16,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121558.jpg,.jpg,Blast/IMG20241103121558.jpg,5876,True,300,300,1.0,RGB,3,JPEG,13d0041f6037966e2cf160720a89ae72f8dd7c25d4937c5523b5d32696ec6326,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121559.jpg,.jpg,Blast/IMG20241103121559.jpg,5746,True,300,300,1.0,RGB,3,JPEG,649336bc3a660a774cb97b25716671545fe0ae0e86f54bae76f3a0bc44f657b1,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121609.jpg,.jpg,Blast/IMG20241103121609.jpg,8009,True,300,300,1.0,RGB,3,JPEG,47510588da58133f87df69507207c8327e7b195239c656af5a0a25beb21bd1a6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121610.jpg,.jpg,Blast/IMG20241103121610.jpg,8074,True,300,300,1.0,RGB,3,JPEG,64d7a90a2ebbd880d1c6e2d9cc8d15733c2fd20fa4ea3471e47db8bacd54d4bc,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121610_01.jpg,.jpg,Blast/IMG20241103121610_01.jpg,8024,True,300,300,1.0,RGB,3,JPEG,16e09626323c14a334c938ec49a3cd450bf04eb75b3781ea91fe6f978a2b51a6,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121613.jpg,.jpg,Blast/IMG20241103121613.jpg,8480,True,300,300,1.0,RGB,3,JPEG,d6f2d16bce9ea31384d9c49ab90703288d988be7a1e0300dccd41d2e3a42d526,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121623.jpg,.jpg,Blast/IMG20241103121623.jpg,8566,True,300,300,1.0,RGB,3,JPEG,f634d3286bda6f1d977119b7da87598bca631afe1e24f1b07b92fde736669864,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121624.jpg,.jpg,Blast/IMG20241103121624.jpg,8657,True,300,300,1.0,RGB,3,JPEG,da0f43114a1ce4a38cb7fce5b2f7d4cde878cf0b5d30b7b7a1ddf652dd1e5c18,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121625.jpg,.jpg,Blast/IMG20241103121625.jpg,8598,True,300,300,1.0,RGB,3,JPEG,3d3166d4ee00c8298292b7d15775d82ca97295a40e0bb337cdc387b2a7e30ddc,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121643.jpg,.jpg,Blast/IMG20241103121643.jpg,4912,True,300,300,1.0,RGB,3,JPEG,0a6c097db8b5ffad45dd6af35cf8c4a2984854382b6db0fe45d1b9a2060f7914,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121644.jpg,.jpg,Blast/IMG20241103121644.jpg,4957,True,300,300,1.0,RGB,3,JPEG,40ff389030d7141f35de21d2f51c7ffca18c3e36e9508fe7bb52842a3df0bdc5,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121705.jpg,.jpg,Blast/IMG20241103121705.jpg,7175,True,300,300,1.0,RGB,3,JPEG,cdc1376223f4e94355adfb5a6e9953f9c6f491d2d0281c31b17d98b120c7feb5,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121706.jpg,.jpg,Blast/IMG20241103121706.jpg,7010,True,300,300,1.0,RGB,3,JPEG,3af2caad8c0a81932e60da9e8aa2fed4e428815ed834411169b18de0e24e1cf9,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121711.jpg,.jpg,Blast/IMG20241103121711.jpg,7427,True,300,300,1.0,RGB,3,JPEG,baa4a7a958c6a5e6d4d7411264985db388f89f818e092d5480473b478bd3171a,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
IMG20241103121712.jpg,.jpg,Blast/IMG20241103121712.jpg,7207,True,300,300,1.0,RGB,3,JPEG,9552e3117943e99af99973637af8f4fc6a2b4440498dd43eb6d1f2f6cba1c3ec,,Blast,RiceLeafDisease_BD5,EXTERNAL_FIELD_DATASET
